text,label,source,collected_at,predicted_label,confidence
"I think Micheal Ironsides acting career must be over, if he has to star in this sort of low budge crap. Surely he could do better than waste his time in this rubbish.<br /><br />This movie could be far better, if it had a good budget, but it shows repeatedly through-out the movie. There is one scene at a outpost, which looks like, its outside the front of a railway station, and i bet it was.<br /><br />There is one scene which made give this movie a 3, and it shows the space craft landing and taking off over a lake, surrounded by forests. This was well done, but the rest of the movie, forget it.<br /><br />There is another scene, which looks like a engineering plant, which i bet it, and does not look like a space outpost as the character say it is.<br /><br />This movie is stupid, has a serious low budget, makes no sense and God Help Micheal Ironsides.",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9996
"I just saw this movie the other day when I rented it, and I thought this was going to be just another movie with a girl trying to prove a point, but Diane joined boxing because she wanted to. I thought this movie was good. I gave it a 8/10. That's how good it is. Plus a movie with Michelle Rodriguez is always good. Even is she's been in only six.",positive,imdb_huggingface,2026-03-27T03:28:34.524709,positive,0.9997
"This is a really good film and one that I've enjoyed watching several times. Michael Caine's awesome as always. Michael Caine has received kind of a reputation for taking any role in any movie no matter what the quality or lack of same but he does a good turn in playing Sidney. From the start it's so well written. Who would have thought that Ira Levin who wrote such creepy stuff as The Boys from Brazil and Rosemary's Baby could write something this witty. Let's face it - Michael Caine, Chris Reeve, Dyan Cannon, Henry Jones... how are you going to go wrong with a cast this good directed by Sidney Lumet.<br /><br />I'm really reticent to go on because if anyone were to give away anything about this film it would be a crime. Just watch it and adore it.",positive,imdb_huggingface,2026-03-27T03:28:34.524709,positive,0.9998
"I was hoping for some sort of in-depth background information on the Apollo 11 mission and what I got was some decent interview material with Buzz Aldrin Gene Krantz and other people involved in the mission, linked by over-hyped disaster-predicting sensationalising voice-over in the worst tradition of TV production.<br /><br />If you could cut out the voice-over and change the spin of the program to a positive testament of how people can overcome setbacks to achieve a goal out of the ordinary then this could've been great - but I feel I've wasted about 45 minutes of my life whilst watching a 60 minute programme. I want those minutes back.",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9995
"I just finished watching this movie. It wasn't ridiculously bad, but I'm really disappointed with it. I'm not really sure why someone would make a movie like this. It was marginally entertaining, but I feel like the people making it had a lot of disagreements on what they were making. Monday, the writer was in charge; Tuesday, the director; Wednesday, the guy who gets the coffee; etc. It almost seems like they really wanted to make a couple different movies, but only had the time and money to make one.<br /><br />Someone else commented that the acting was really good, but I'd have to disagree. Then again, if the actors were able to keep a straight face during the filming, perhaps they're better actors than I give them credit for.<br /><br />The back of the DVD gives the impression that the movie would be a mystery... something along the lines of a historical Law and Order or National Treasure. It starts off like that, but then, out of nowhere it takes a turn towards a bad episode of the Twilight Zone, or... what was that other show that wasn't as good... A bad episode of The Outer Limits.<br /><br />My main complaint about the movie is that it is just so played out. There's the evil guy with spiked white hair. There's the love interest, who, when she first appears, the wind actually blows through her hair. Seriously. Once you realize it's a Christian movie, the end is also pretty easy to spot.<br /><br />The cinematography was poorly done, especially in the opening scenes - way to put your best foot forward. It wasn't atrocious for most of the movie, but there was the occasional ridiculously bad shot of an old lady, praying, arms up in a dark room while lightening is striking - the sort of thing that just makes you a little bit embarrassed to be watching the movie.",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9989
"American playwright Howard W. Campbell, Jr. (played with a musty obsolescence by Nick Nolte) lives happily in Germany with his actress wife, Helga Noth (Sheryl Lee) before the beginning of World War II. At the peak of his life, Howard is drafted by an American agent (John Goodman) to become a spy on behalf of the Allies; forewarned of the risks the job holds, Howard has everything to lose, but finds the offer irresistible. Following the death of his wife and the end of the war, Campbell camouflages himself with the anonymity of a solitary life in New York City, which muddies his neuroses even further. The central question (indeed, a question that has frustrated many critics) of the movie and Kurt Vonnegut's source novel is, ""is Campbell a hero or a traitor?"" Director Keith Gordon and screenwriter Robert B. Weide offer us clues, but no answer, and this ambiguitythis NOT knowingis what keeps ""Mother Night"" fresh and interesting throughout. At the beginning of the film, Nolte portrays Campbell as intelligent and confident; by the end, he's either scared and uncertain, or scared and COMPLETELY certain of his contribution/debt to humanity for the role he played in the war. Gordon applies a certain icy sheen to the images of the film's first half, which complement his portrait of the Nazi bourgeoisie and captures Vonnegut's dramatic side. On the flip side, when Campbell is confined to his lonely New York apartment (which he affectionately calls ""purgatory"") only to be discovered by a group of Nazis, the humor produced also is purely distinctive of the author, and provides a temporary respite from the dramatic tension that unfolds. The moral (even spiritual) paradox ""Mother Night"" presents doesn't lend itself to simple resolution, and to a degree, should be left ambiguousthe black-and-white scenes of Campbell staring wearily into space as he is imprisoned in Israel suggest an unspoken contemplation we are not made privy toas Campbell is a character whose inner workings we wind up knowing very little about; the war changes him, coming back to America changes him, and meeting up with the Nazis in New York compels him to prolong the facade of his ""act"" even further, to the point where he can only stare wearily at",positive,imdb_huggingface,2026-03-27T03:28:34.524709,positive,0.9614
"This movie has successfully proved what we all already know, that professional basket-ball players suck at everything besides playing basket-ball. Especially rapping and acting. I can not even begin to describe how bad this movie truly is. First of all, is it just me, or is that the ugliest kid you have ever seen? I mean, his teeth could be used as a can-opener. Secondly, why would a genie want to pursue a career in the music industry when, even though he has magical powers, he sucks horribly at making music? Third, I have read the Bible. In no way shape or form did it say that Jesus made genies. Fourth, what was the deal with all the crappy special effects? I assure you that any acne-addled nerdy teenager with a computer could make better effects than that. Fifth, why did the ending suck so badly? And what the hell is a djin? And finally, whoever created the nightmare known as Kazaam needs to be thrown off of a plane and onto the Eiffel Tower, because this movie take the word ""suck"" to an entirely new level.",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9995
"""The Cobweb"" is an example of many examples of movies that feature strong, sometimes noteworthy performances and high points, but unfortunately are shattered and slowed down drastically by a murky plot and very little to interest the audience. It stars Richard Widmark as a doctor working at a mental institution whose life becomes in turmoil due to family problems and a rather ludicrous and overworked conflict that really seems like no big deal at all.<br /><br />The plot is preposterous. Its time for the institution to get new drapes for the library windows. One old woman wants to have her drapes put over them, but a lot of the patients want to make their own. And somehow, this ridiculous and unintentionally loony conflict breaks out into the point where lives are in danger and families start to fall apart. It sounds more like a conflict that would occur between very young children.<br /><br />The questioning of the logic of the plot and whether it could really happen is so massive that one wonders if only a real-like lunatic could buy it. Don't get me wrong, there's nothing wrong with the acting. The cast following Widmark is composed of other great actors, many of them Academy Award-nominees and winners. And there is occasionally a moment in the film that works out brilliantly, but it always excludes the stupid plot about window drapes. Unfortunately, there is too much about the doggone drapes and thus, the movie slows down. A lot of the takes are long and done from one camera viewpoint, adhering to the slow pacing and lack of viewing interest.<br /><br />In a short analysis, ""The Cobweb"" is an unrecognized film and it becomes obvious why to the viewers basically as soon as the plot comes into focus, which it does pretty quickly. It just really doesn't sound like much fun to watch and I tell you that it is not much fun to watch.",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9994
"This is the kind of film that, if it were made today, it would probably star Sandra Bullock and Hugh Grant; actually, now that I think about it, this one is quite liable to be remade one day. It's pleasant, but with no depth whatsoever. It suffers from the almost fatal miscasting of James Stewart in a role he is about 20 years too old for, and as a result there is no chemistry between him and the beautiful Kim Novak. Ernie Kovacs, in the small supporting role of an aspiring writer, is the only actor in the film whose performance approaches what you might call ""wit"". (**1/2)",positive,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9985
":Spoilers:<br /><br />I was very disappointed in Love's Abiding Joy. I had been waiting a really long time to see it and I finally got the chance when it re-aired Thursday night on Hallmark. I love the first three ""Love"" movies but this one was nothing like I thought it was going to be. The whole movie was sad and depressing, there were way to many goofs, and the editing was very poor - to many scenes out of context. I also think the death of baby Kathy happened way to soon and Clarks appearance in the movie just didn't seem to fit. It seemed like none of the actors really wanted to be there - they were all lacking emotion. There seemed to be no interaction between Missie and Willie at all.<br /><br />I think the script writers should have went more by the book. It seems like every movie that's been made so far just slips further and further away from Janette Oke's writings. I mean in the movie they never mentioned a thing about the mine and the two boys or Clark getting hurt because of it. And I think Missie and Willies reactions to Kathy's death could have been shown and heard rather than just heard.<br /><br />Out of the four movies that have been made so far I'd have to say that Love's Abiding Joy is my least favorite. I hope with the next four movies that more of the book is followed and if Clarks character is in them I hope he's got a bigger part and I hope his part isn't so bland. I also hope there is more of Scottie and Cookie and maybe even Marty but who knows what the script writers will have in store next.",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9997
"The Dentist starts on the morning of Dr. Alan Feinstone (Corbin Bernsen) & his wife Brooke's (Linda Hoffman) wedding anniversary. On the surface Mr. & Mrs. Feinstone seem to have a nice life, a beautiful home in Los Angeles & he has a successful career with responsibility but beneath things are very wrong. Alan discovers that Brooke is having an affair with Matt (Michael Stadvec) the swimming pool cleaner, to add to his humiliation Alan then discovers that Matt is also having sex with Paula Roberts (Lise Simms) one of his next door neighbours & to top it all off he owes the IRS, who are breathing down his neck, a shed load of money. Alan starts to lose his mind, he convinces himself that everything is decayed & rotten, just like his patient's teeth, & it's up to him to fix it. That morning at work he begins to take his frustrations & anger out on his patients, first he injures a young boy named Jody (Brian McLaughlin), he sexual assault's a patient named April Reign (Christa Sauls) after he hallucinates that she is his wife & deliberately performs an unnecessary & painful procedure on another. Alan also begins to take drugs as he completely loses it & goes homicidal starting with his adulterous wife & pool cleaner...<br /><br />Directed by Brian Yuzna I thought The Dentist was a good film & tried something a bit different. The script by Dennis Paoli, Stuart Gordon & Charles Finch is more of a psycho thriller than straight slasher which came as a surprise to me as I was expecting the latter, it would have been easy to make a teenage slasher film like Friday the 13th (1980) with a high body count & a wise cracking dentist villain but what The Dentist actually turned out to be is very different. The Dentist is at heart a character study of one mans descent into madness & it does a fine job although having said that I'm not sure what he goes through is enough justification for his subsequent murderous actions. It moves along at a nice pace, has a nice narrative in which I liked the constant connection Alan makes between the decay he sees in his",positive,imdb_huggingface,2026-03-27T03:28:34.524709,positive,0.8527
"Thomas Clay has been mixing with the wrong types. That's the trouble with young people these days, they have no respect.<br /><br />Seriously this film should be avoided at all costs. The action in the main body of the film is slow and rather stodgy and ambles to the drug crazed ending as if, like it's director, it has no where better to go. We are introduced to the main title character who is a bit of an outsider, we see him at school and at home not quite fitting in, feeling awkward in himself as so many adolescents do. Robert falls in with bad lads and starts missing school and taking drugs and before you know it he is a psycho rapist.<br /><br />The film is really about Clay's total failure to understand the links between violence imagery and violent acts. Clay seems to think a generation of crazed youth are made evil by scenes of war on our TVs. yet he has filmed the most disgusting piece of SIMULATED violence. Is this guy for real?<br /><br />If Clay has not seen YouTube perhaps he is naive and unaware of will be done with the brutal climax scene from his film? All anyone will want to see is the most hideous scene from the end of the film and I am sure that will be what sticks with people. <br /><br />The rest of the film is pointless for in committing such an act of violence to film Clay not only damns young people who are actively engaged in preventing war, he also damns himself as perpetrator of extreme, tasteless violence for no better reason than his own personal celebrity status.<br /><br />Shame on all involved.",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9996
"I was going to say this was the worst gay-themed film I've ever seen, but I can honestly say this is the worst film if any genre I've ever seen.<br /><br />You know you're in trouble when a movie starts with a ""personal note"" from the Director, asking for the audience's ""understanding"" for the ""many challenges"" facing a first-time Director. The audio track is so bad in many scenes it's almost impossible to follow the dialogue, and this from a DVD version. Bad lighting, bad sets, bad photography, poor script, generally bad acting all add up to make this ""film"" unwatchable. I did make it through to the bad ending after several attempts, and immediately gave away the DVD I foolishly purchased. I'm sure there are many challenges facing a first-time Director. But, don't try to palm off this lame attempt as a finished product. I see from IMDb details that this was not only the first Directing attempt of Richard Natale, but also the only. That's the one positive thing I can say about this alleged ""movie"".",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9997
"This one grew on me. I love the R.D. Burman music and in spite of the cruder elements of the story I found much to be moved by as I kept re-watching the movie. The brother-sister plot line is powerful, I thought; there's also more probably obligatory stuff, like bar fights, a loony crime story, etc. that are just distracting. (Though not unfunny from a certain point of view.) Also the English translation is definitely by someone for whom it was a bit of a stretch, and as loony as it is I am grateful to him for doing it.<br /><br />Like many of the Bollywood movies I've seen, this one is melodramatic and opera-like, including here notably a song sung first by a little boy to cheer up his abused and unhappy sister, and then the same song sung 12 or so years later by the man who has travelled to Kathmandu seeking to re-connect with this girl, grown up and troubled (she had been told her brother and mother were dead), numbing her pain with drugs.<br /><br />A super thing about this 1971 movie is that it is about the hippie movement, which brought hordes of seekers to India, from an Indian point of view, that sees them as people driven to India by a spiritual hunger aroused by the failings of their own societies, but nonetheless, in India, living only for the pleasures of the moment. The hippie singing-dancing-drugging scenes are truly wonderful, and accurate in their tone (I'm old enough to remember), and I feel pretty sure that the masses of young white zoned-out kids are actual hippie extras, as I remember hearing about kids on the caravan to the East getting this kind of work in Bollywood.<br /><br />(It is not about the actual Hare Krishna movement, though the movie hippies sing a Krishna/Rama chant, as do a group of actual Indian devotees, unrelated to the hippies, in the opening scene of the movie.)<br /><br />~Virginia",positive,imdb_huggingface,2026-03-27T03:28:34.524709,positive,0.9941
"Not only is this film entertaining, with excellent comedic acting, but also interesting politically. It was made at the end of the Soviet Union, but makes fun of the soviet mentality through and through. The story is set during the early days of the soviet union, and it questions the rationale behind the revolution both in cultural and practical terms. Of course, by the late 80s and early 90s, the bizarre strictures of soviet society are already relaxed, but the ideology and mentality is still alive and well and ready for some well-deserved deconstruction. Happily, all this deep philosophical commentary is wrapped in a funny and entertaining package!<br /><br />Jur",positive,imdb_huggingface,2026-03-27T03:28:34.524709,positive,0.9998
"The summer has been so full of Blockbusters and comebacks of films, and not to mention some of the disappointments of those comebacks, that I was woe to find a film I could just sit down and enjoy. <br /><br />In case you don't want to read further down the page (there aren't any spoilers), I'll sum it up here: It's more mature than Ella Enchanted (there are some questionably violent parts, plenty of death, and a handful of scenes with a little blood, not for small children), but doesn't try to be overly corny or overstep its bounds. Think of it as a bit more serious, bit more magical Princess Bride, and you'll be close. <br /><br />-------------------------------------------------------------<br /><br />I am, perhaps, not as prodigious a movie goer as others... Maybe once or twice a month, if I feel active. I'm also a huge Sci-Fi/Fantasy fan. I get bored of remade repetitive story lines and films with more flash than filling faster than you can count to 10, and this film is the diamond in the rough.<br /><br />By the end here (August), I was tired enough of fractured expectations from the big hits that I averted seeing Bourne Ultimatum in favor of Stardust. Having had my hopes thoroughly muddied by Transformers for my Fiction addiction, the previews of Stardust seemed appealing, but I was certainly wary.<br /><br />As many others here, I was utterly surprised. I had gone in thinking to see another generic fantasy movie clichéd from here to breakfast. Don't be fooled, it is most definitely a fairy-tale, and it does indeed have witches, magic, and utterly requires suspension of disbelief... But the most refreshing thing I found, is that it's NOT based on anything I've seen or read in the past 15 years, and it's actually a really good movie.<br /><br />((Unlike 90% of the other movies which seem to persistently re-appear like thorns in a side, perhaps a sign that Hollywood is running out of ideas? I could read a book this year, and in two years the movie would be out as another ""Epic fantasy tale, the likes of LotR and the rest"" so says the NYT and such and such no doubt.))<br /><br />Stardust didn't have me",positive,imdb_huggingface,2026-03-27T03:28:34.524709,positive,0.9525
"Wow! Stacy Peralta has followed up Dogtown and Z-Boys with an equally stunning documentary about the history of the big-wave surfing culture in America. Piecing together insider archival footage along with interviews from surfing legends, we are transported into the daring and free-spirited life of the early pioneers whose sheer passion for the sport spawned an industry that today touches the lives of millions.<br /><br />It's getting to know these icons and their stories that gives the film its warmth. You can feel the respect Peralta has for this group as we hear accounts of Greg Noll striding from a pack of awestruck fellow surfers on the beach to singularly challenge 50-foot swells off Hawaii's North Coast. Or Jeff Clark, surfing the outrageously dangerous Maverick off the northern California coast all alone for 15 years before it was discovered and became the surfing destination in California. And the storybook history of Laird Hamilton, today's surfing icon. Hearing Greg Noll reverently refer to Hamilton as the best surfer ever sent chills up my spine.<br /><br />(As an aside, Noll, Clark and others were at the Sundance screenings. Noll humbly described himself as an old, over-the-hill surfer. He was deeply moved by the audience reception of him and film. Both he and Clark were as likable in person as they were in the film.)<br /><br />Riding Giants pays homage to these extraordinary athletes while at the same time rewarding us with an insight into the magnitude and terrifying power of the waves they seek to conquer, the gut-wrenching vertical drops required to get into them, and the almost unfathomable combination of adrenaline and fear that the surfers experience each time they take on a monster swell.<br /><br />All this, and the movie has more. For those of us that didn't live in California in the 60's, we get an insight into the impact of surfing on American pop culture. (And, to my surprise, the impact of the movie Gidget on surfing!) Peralta also weaves in a primer on some of the technical aspects of the sport and the history of innovation in equipment. I'm not a surfer, but like the rest of the Sundance audience, I was absolutely captivated by this film. Peralta is staking his claim",positive,imdb_huggingface,2026-03-27T03:28:34.524709,positive,0.9997
"I have to start by telling you how I came across this movie.It was winter time in Alaska around the year 1990.A friend of mine from Australia was staying with me and my girl friend in a shoe box of an apartment.Winters in Alaska can be a bit brutal and most people stay indoors,drink heavily and watch anything that comes on the television.I had found this movie outside of a thrift store laying in a snowbank and right away new it was a treasure.It is quite possibly the best worst movie ever.We spent the next two weeks watching this movie and drinking like fish.We watched it so many times in fact that we would sometimes turn the television on its side or upside down for a more full filling effect.It is a true gem.The laughs will come nonstop and the memories last forever.If you see this movie for rent in a video store,steal it.You won't regret it!",positive,imdb_huggingface,2026-03-27T03:28:34.524709,positive,0.9684
"I love this movie, Jouvet, Arletty, Blier, Carné... almost everything has already been said about the movie, but there is one detail I'd like to shed some light onto: no footage of the real, still standing, Hôtel du Nord (is it still? I heard it was to be demolished...) has been used for the movie - the whole scene has been rebuilt on set, the main reason being that they could not stop the traffic on the St Martin canal for several weeks.",positive,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9582
"On this 4th of July weekend it's heartening to see the spirit of the Declaration of Independence alive and well in the film ""War, Inc."" Just as our founding fathers gave the back of their collective hand to King George III, this film exposes in hilarious fashion the craven war-profiteering by the current crop of capitalistic creeps who are intent on indecently privatizing the government, to include privatizing war itself.<br /><br />The cast in this satire absolutely shines. John Cusack is wonderful as a droll, conflicted corporate assassin, and the beautiful Marisa Tomei is superb as his love interest. (My gosh, ""George Costanza"" was right. Marisa Tomei is so attractive!) But it is John's sister Joan Cusack who really steals the film. Her portrayal of a bossy, yet simultaneously sycophantic, personal assistant is priceless, and more than once I just couldn't stop laughing at the brilliance of her performance. She not only possesses fantastic comic timing, her face is as expressive as one could ever wish for in an actor. Dan Ackroyd, too, has a short, but very effective, cameo in the film as the head of the company which is running the war, the Tamerlane Corporation. Sitting on a ""throne"" with his pants down around his ankles, Ackroyd even looks like the arse clown who currently occupies one of our real thrones of power. You won't have to think too hard to recognize that person. Much of this movie was filmed in Bulgaria, which is why we are able to see so much real military equipment. (You just know that the US military would never have cooperated in making this satiric expose of war-profiteering.) I especially enjoyed the character of ""Omar Sharif"" as played by the Bulgarian actor Lyubomir Neikov. In one scene in which he is on the dance floor with Marisa Tomei he has a couple of lines that could summarize our entire foreign policy attitude toward the foreign leaders we install - and uninstall - in power.<br /><br />Naturally, this film won't appeal to everyone. If you believe that the on-going privatization of our foreign policy, the military, intelligence collection and analysis, prisons and the corrections system, public health, and a myriad of other government services is a good thing you",positive,imdb_huggingface,2026-03-27T03:28:34.524709,positive,0.9987
"This is not so much film as big budget children's television. As far as I can tell, the villain is a giant swarm of chocolate covered espresso beans. This theory seems to be verified by the fact that the subtitles refer to it as 'Insomnia'. When it's first mentioned that a civilization had been wiped out by insomnia, I thought ""Wow! A nihilistic martial arts film!"" but no such luck. Although you have to consider it experimental cinema when the villain is strangled by an old man's long, white eyebrows. Zu Warriors makes exactly the same amount of sense whether the subtitles are on or off. That's not a good sign. I found the special effects to be somewhere between Ray Harryhausen and Xena: Warrior Princess. Primitive.",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9992
"It's been a looooonnnggg time since I saw this comedy, and I'd forgotten just how idiotic it is. I'd place this easily in the lower two or three of Elvis Presley's very worst movies. Presley plays Joe Whitecloud, a half-breed Indian bull rider who returns home to Arizona and the broken-down shack where his family lives, and where his friends love to party all night long. His parents are played by Burgess Meredith and Katy Jurado, and his old Indian grandpa is Thomas Gomez. None of the three offer anything of substance , comically or otherwise. The government has invested in the family's cattle, but they're lacking a bull. Elvis gets to sing just a few utterly worthless songs, and is pursued by a young boy-crazy gal and her gun-toting mother. This is just a real slapdash of a mess, and the dilapidated surroundings practically stink of manure and don't make this much easier. The one thing that puzzles me, however, is that Elvis actually seems to be having a good time in the film. Hard to believe, considering he got so upset about being stuck making so many mediocre movies.",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9996
"'Presque rien' is a story of two young boys falling in love during summer stay by the seaside. I don't want to tell the plot, because it's not what's most important about this film (but you can be sure that it's interesting and original). The best part of this movie is the cinematography. The visual side of 'Presque rien' is so amazing it deserves highest note. It leaves you charmed with its beauty.<br /><br />As for the plot, it is shown in uneven, rather complicated way. There is no simple chronology nor there are answers to all the questions the film brings. But this is what makes 'Presque rien' even more interesting. I recommend this movie to all the people for whom the artistic side of films is very important and they will not be disappointed.",positive,imdb_huggingface,2026-03-27T03:28:34.524709,positive,0.9997
"Good story and excellent animation. The influence of Frazetta and Bakshi are obvious, and that's a good thing. Anyone that enjoys Conan the Barbarian or the game Dungeons and Dragons should enjoy it. The battle between good and evil is clear cut even though it may appear that at times our hero is neutral. Most often in fantasy movies Elves are usually portrayed as having white skin and blond hair and goblins and orcs have dark skin and hair. Anyone familiar with Frazetta's, Bakshi's, or even Tolkien's work know they are not racist. Anyone that enjoys Fantasy movies should like this movie. It is not for young children due to violence and sexual innuendo. The casting was well done and the scenes and music are first rate. I hope someone puts this gem on DVD soon. I consider myself lucky to have a VHS copy in good condition.",positive,imdb_huggingface,2026-03-27T03:28:34.524709,positive,0.9993
"You know you're in trouble when John Cassavetes is operating at half-speed instead of full-throttle in a movie, and ""The Incubus"" is a dreadful, worst-case scenario of a great actor going through the motions to pay the bills. Actually, observing the hammy script and John Hough's 'baroque' art direction, one can hardly blame him. The movie has something to do with a series of rape-murders going on in a small town, with a lot of supernatural hokum mixed in. Somehow, the direction manages to suck tension and interest out of every scene, and Cassavetes seems visibly P.O.'ed at times. The Incubus itself, which doesn't show up until the last scene, is a well-done creation, but it's not worth waiting for.<br /><br />1/10",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9987
"There's so many negative reviews about ""Stay away, Joe"" in here I just can't stay quiet any longer and let this injustice happen. Here's a side you haven't heard yet.<br /><br />Elvis Presley's movies are my guilty pleasure for a simple reason: they are perfect films for a pure relaxation because I don't have to think when I watch them. That means I don't have to worry about missing a complex plot because there never is a proper plot to start with. I can just kick off my shoes, grab a beer, sit back, switch off my brains and enjoy all the general wackiness and catchy easy-going rock n' roll tunes from the grooviest decade of them all.<br /><br />In my books ""Stay away, Joe"" definitely falls into the ""so bad it's good""-category. Now if you're like me and appreciate ""the trash value"", this is the ultimate 1960's camp experience. It's so bad that it's almost surrealistic to watch and just when you think that it can't possibly get any worse it surprises you in the most imaginable ways. In the end you're so amazed by all the new levels of stupidity you just don't know whether to laugh or cry. In a nutshell: I love it because it's so damn amusing that there once was a generation that actually made films like this. I still give it 1 out of 10 though - once it hits the bottom 100 it will became an instant bad movie classic.",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9939
"The first thing you meet when you study fascism is ostracism:because this"" philosophy "" is a fake one,there's a need to use scapegoats to assess the ""thought"".Ettore Scola's movie,probably his masterpiece, focuses on the outcasts,the scapegoats of the regime.<br /><br />Of the historical event (Hitler and Mussolini's alliance),we will see almost nothing:some military march,some garlands,some scattered voices ..Our two heroes are not invited for the feast of virility. ""Genius is essentially masculine"" :this is the golden rule Antonietta (a never better Sophia Loren)embroidered on her cushion;Antonietta ,whose world amounts to her kitchen,whose pride is her offsprings .At the beginning of the movie,she's a victim of this hypermacho world,but she does not realize it.She thinks she should be happy.Gabriel,on the contrary ,is politically aware,he knows about the cancer that is destroying inexorably his country.But as a gay man,he is no longer part of it,he's about to be arrested.<br /><br />Forgetting everything that comes between them,they realize what they have in common and they make love.This is an act of rebellion,particularly for Antonietta ,whose ethic should forbid such a thing.Becoming an adulteress in a land where politics and religion combine to repress women as ever leads her to some kind of political awareness.One of the last shots shows her listening to the news on the radio.<br /><br />Expect the unexpected and maybe a doctrine which denies the human being his intimate personality will see that its days are numbered.",positive,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9589
"i'm not sure if it is available worldwide - but if anyone who's deciding what is supposed to be put on videotapes and distributed in video clubs - is reading this - please , please buy it! (if I wasn't clear: GET THE MOVIE INTO VIDEOSTORES!)<br /><br />can't be explained - must see!",positive,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9987
"Bogmeister and others have pretty much nailed this. Shore Leave is really TOS' first attempt at lightweight sci-fi (which they would later perfect with the classic Trouble with Tribbles). It gave both the crew of the Enterprise and its TV viewers a needed respite from the universe threatening consequences of, for example, The Corbomite Manouever.<br /><br />Looking for a place to chill out for a while, the Enterprise happens across a seemingly idyllic M Class planet, and sends an exploratory team down to take a closer look. Soon enough all kinds of absurdities begin to take place - some seemingly perilous - but it all seems a morass of human emotional extremities played out in a weird blend of fantastic mystery (McCoy has gone through the looking glass), psychological thriller (Kirk is stalked by an indefatigable bully from his past), and romantic comedy (no comment).<br /><br />TOS was the least serialized of all of the series in the Trek franchise, so it is easy to forget how many episodes in the first season focused on heavy-handed, potentially calamitous drama. Unlike later series franchise writers, TOS' production team was not afraid to literally go where no TV series had gone before. And Shore Leave, despite its occasional problems, is an example. My only criticism of this episode is that the cast (particularly Shatner - ironic given his legendary sense of humor) didn't seem to know how to handle this new wrinkle on ST's themes. The last scene is possibly one of the worst scenes I can remember from the entire TOS run - both compositionally and in terms of acting.<br /><br />'nuff said. My recommendation - see it while watching the entire first season as it was meant to be seen - it order.",positive,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9969
"When I first saw a small scene of it in some announcements, I thought the show would be entertaining to watch. The little robot guy does look kinda cute. The style of animation does look sort of familiar to some classic shows. Before the show aired, I studied it through some sources. There, I did became slightly dismayed. The three children (Tommy, Gus and Lola) are voiced appropriately but Robotboy is an exception. It would have been a lot nicer if he were to be portrayed by a young lad. One good example is Robot Jones, a robot character from ""Whatever Happened To Robot Jones?"" The show isn't bad really. But the way Robotboy is inappropriately portrayed is my only criticism. Thus, I don't watch it much.",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9962
"I saw this a couple of nights back, not expecting too much and unsurprisingly it didn't deliver anything too exciting. The plot set up of a crew of vampire hunters (V-San, for vampire sanitation), going around in their spaceship periodically killing space vamps and rescuing people, is quite sound and had the film been handled better it might well have been something quite ace. Unfortunately after a fairly decent opening the sense of actual quality starts to drain away from the film, leaving something behind that, though vacantly watchable, is quite laughably bad. I don't expect anything too special from these films that pop up on the Sci Fi Channel and at least this wasn't one of their creature features with an atrocious cgi beast shambling about, but it was still pretty bad, mostly due to the writing and acting, but with a sterling contribution to the overall badness made by the horrible music. When the film opted just for a typical science fiction sounding weird noises approach to the soundtrack it did OK, but all too often hilariously bad soft rock intruded and pitched scenes into silliness. I would have tolerated the general cheesy acting and writing more were it not for the choice of music, which was a serious miscalculation, turning things from cheesy to lamely comical. Of the acting, Dominic Zamprogna was OK but bland as the nominal hero, whilst Leanne Adachi was pretty irritating as the tough girl of the vamp busting team and Aaron Pearl played another member who wasn't well written or interesting enough to make an impression. Though she didn't seem that good at the acting lark Natassia Malte did well through having a less irritating character than the others, and the fact that she is seriously nice to look at. The only serious name in the cast is Michael Ironside and he is underused though he does nicely, pretty amusing in a manner one suspects was intentional. He seems to have fun and earn his paycheck and his role is entertaining. The effects are OK on the whole, they are at least of the standards of the average science fiction TV show, and there are also a few scenes of blood splatter and a bit of fun",negative,imdb_huggingface,2026-03-27T03:28:34.524709,negative,0.9894
