text,label,source,collected_at,predicted_label,confidence
"Never realized that Charles Boyer, (Luis Denard) appeared with Lauren Bacall,(Rose Cullen) in a film together and enjoyed their great acting together. Even Peter Lorre, (Contreras) had a role in this film and had a bad misfortune in his bathroom that caused him to faint. This story deals with a Republican Courier, Luis Denard who visits England during the Spanish Civil War and tries to disrupt a coal mining contract that will cause great harm to other nations. Lauren Bacall, (Rose Cullen) comes to the aid of Luis Denard by picking him up and at the same time falling in love with him and then proceeds to help him escape from an angry crowd of English Mine Workers who threaten his life. The real bad guy in this film is Victor Francen, (Licata) ""Beast with Five Fingers"" who gives an outstanding performance. Great Classic 1945 film without Humphrey Bogart.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9959
"Without wishing to be a killjoy, Brad Sykes is responsible for at least two of the most dull and clichéd films i've ever seen - this being one of them, and Camp Blood being another. <br /><br />The acting is terrible, the print is shoddy, and everything about this film screams ""seriously, you could do better yourself"". Maybe this is a challenge to everyone to saturate youtube with our own zombie related crap?<br /><br />I bought this for £1, but remember, you can't put a price on 71 minutes of your life. You'd do well to avoid this turkey, even at a bargain basement price.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9996
"This film, which is based on a true story, comes from first time director and long time actor, Denzel Washington. Denzel Washington has given us some of the best performances of the last decade, as a black soldier in the Civil War in Glory, and a lawyer in the acclaimed Philadelphia. And of course, he made special notoriety last year when he won the Academy Award for Best Actor in Training Day, in which Denzel Washington became the first African American to receive the award for Best Actor. I guess Denzel wanted a change of pace, so he chose to direct Antwone Fisher, in which he also stars. Fisher is played by Derek Luke, who is new to the silver screen, but has made some guest appearances on such television shows as King of Queens, and he will be appearing in the upcoming film release of Biker Boyz.<br /><br />	This is a truly well done film from Denzel Washington, considering it was his first time directing. Undoubtedly, Denzel felt some kind of commitment and believed in the real life story of Antwone Fisher. Antwone Fisher is about a young African American man in the Navy who constantly gets into fights, and after one particular brawl he is sent to see a Navy psychiatrist named Jerome Davenport, played by Denzel Washington. Davenport helps Antwone to deal with his troubled past and learn to move on with his life, by finding his birth mother who had to give him up at birth because she was in prison. What makes this film good is the fact that it's not overly melodramatic. I was expecting something a little more like Good Will Hunting, with a lot of swearing, fighting and vulgarity. Not that I didn't like Good Will Hunting, or the swearing, fighting and vulgarity of the film were out of place. Quite the contrary! However, Antwone Fisher is a true story, and I don't think that Washington wanted to sensationalize the story for dramatic affect in the film. Don't get me wrong, there are moments when we see Antwone fighting, carrying on and having moments when it seems like the world is closing in on him. After all, in his first session with his psychiatrist, the character played by Washington, Devenport asks Fisher where he was born, and Fisher's response is, `from under a rock,' an obvious jab at the pressures waning on Antwone Fisher's soul. But I had to appreciate the fact that this film wasn't sensationalized for dramatic affect. I think it shows real character on the part of Denzel Washington to deliver a more realistic story and to avoid the typical clichés that are common in Hollywood films, even those based on true stories. One other point that I would like to bring up about Antwone Fisher is the acting. Over all, performances were good in the film, but not great. At times, I think it was a bit obvious that the main characters were actors, but overall, to complain about performances in this film would be ludicrous. One actress that I would like to point out in this film is Viola Davis. She plays Antwone's mother, but she says barely two sentences in the movie at all, but not so much because she appears at the end of the film, but more because she in shock that her long lost son, Antwone has found her. What I would like to point out about her as an actress in the lack of use of her. She in basically a character actress, and I haven't seen her play any really elaborate roles. She made appearances in Traffic, Out Of Sight, Kate & Leopold, and two recent films: Far From Heaven and Solaris. In Steven Soderberg's remake of Solaris, she played a scientist on a doomed space craft orbiting a planet. In that film, she is confronted by George Clooney's character and she drawn to tears by what Clooney tells her in a particular scene. When I first saw Solaris, I remember seeing her tear up in the scene and thinking, wow, this woman can act. It was as if you could feel the character's grief. In that brief shot of her face, she gave so much expression and I honestly felt very sorry for her character's sadness and trouble in the film. I think she has definite potential as an actress and should be used more often perhaps in leading roles, rather than just as a character driven actress. Nonetheless, Antwone Fisher is a very good movie. Denzel Washington, as always, pulls off a great performance and he gives us a great directorial debut. Also, Derek Luke is a very talented actor. I think that Antwone Fisher will bring his immense critical fame for his portrayal of the troubled man, but I think that his public popularity will increase with the release of Biker Boyz, which also stars Lawrence Fishburn. Antwone Fisher is based on the book `Finding Fish: A Memoir,' by Antwone Quenton Fisher. ***",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9993
"HAH! So this is the movie that the ""Next Action Stars"" were getting into. Well I'm glad that I didn't participate and didn't win...<br /><br />Isn't it funny how one can just look at the first 10 seconds(!) and make up ones mind about a movie? I mean, come on! Just look at those titles!? I watched this movie(or part of this ""teleplay"" since it was produced for TV and we couldn't bear to watch the whole thing) one evening while doing my military service and the audience with me was the typical hodge-podge of average guys that once in a while watch series like Las Vegas just for the girls in the show. so the bar wasn't really high, the most watched movie in my group was Girl Next Door (and it wasn't because of the great script ;D . But this movie's total lack of originality, acting, scripting, and just about everything else that makes a movie good made it pretty easy to switch channel to Las Vegas (or was it CSI? don't remember...) without any complaints by the rest of the group. And that is rare(!) For heavens sake! Don't by this movie! If it's on TV, then yes, watch it. And contemplate on it. My conclusion? well, since Joel Silver has indeed produced some of the best action-films out there (Die Hard, Matrix 1, to name some) I can only say that producers don't give the film it's quality, they provide money for the directors. And to sell this movie just because it's a Joel Silver movie is just a desperate attempt to conceal the obvious flaws of the crew who really made it.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9978
"First of all, the big named actors must need the money... The surgical scenes were laughable.... and surely they must know that people who have a little knowledge of medicine would find this utterly absurd......Anesthesiologists do not leave the room during a heart transplant....nor do they do the surgery in a tiny room devoid of instruments, heart lung equipment and sterile techniques... just a joke... couldn't concentrate on the story line because of all the stupid surgery scenes... no blood, no personnel and then the hero doc coming in and taking over... it is not a film for thinking adults....Also the budget must have been limited... the street scenes were OK but who was the technical adviser....Seems like it was directed by a total idiot.. Save your money and wait until it comes out on DVD and Don't rent it..",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9997
"Deliverance is the fascinating, haunting and sometimes even disturbing tale by James Dickey, turned into a brilliant movie by John Boorman. It's about four businessmen, driven by manhood and macho-behavior, who're spending a canoeing weekend high up in the mountains. Up there, they're faced with every darkest side of man and every worst form of human misery...poverty, buggery and even physical harassment! These four men intended to travel down the river for adventure and excitement but their trip soon changes into an odyssey through a violent and lurking mountain-land, completely estranged from all forms of civilisation. All these elements actually make Deliverance one of the most nightmarish films I've ever seen. Just about everything that happens to these men, you pray that you'll never find yourself to be in a similar situation. Pure talking cinema, Deliverance is a very important movie as well. John Boorman's best (closely followed by Zardoz and Excalibur) was - and still is - a very influential film and it contains several memorable scenes that already featured in numberless other movies. Just think about the terrific ""Duelling banjos"" musical score and, of course, the unforgettable homosexual ""squeal like a pig"" rape scene. All the actors deliver (haha) perfect acting performances. Especially Jon Voight. A must see motion picture!!",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9994
"This movie is awesome for three main reasons. It is esthetically beautiful. I absolutely loved that. There is a bold color theme throughout the movie with extraordinary costumes and picturesque sets. A photography which looks very costly (and probably was not) completes the look . I always enjoy those stories about groups of misfits/loners coming together and becoming a family . Sometimes they fall into clichés but this one does not. This group of actors really portrays well flawed, yet extremely likable characters. Alan Larkin is the best (between him , the van and the road movie theme, I could not help but remember my favorite movie of last year Little Miss Sunshine) . I discovered Fabrizio Bentivoglio , very interesting actor, and just got annoyed a tiny little bit by Til Schweiger performance at times . The opening scene, all the scenes where they mess up their tricks are very funny. There is a mix of humor and emotion throughout the film. I like the end a lot. And of course it is all about the Magician theme . A good magician is making the audience look where he wants them to, to create an illusion. Which happens to be exactly what a movie director does and that's why they call it movie magic.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9992
"The prerequisite for making such a film is a complete ignorance of Nietzche's work and personality, psychoanalytical techniques and Vienna's history. Take a well-know genius you have not read, describe him as demented, include crazy physicians to cure him, a couple of somewhat good looking women, have his role played by an actor with an enormous mustache, have every character speak with the strongest accent, show ridiculous dreams, include another prestigious figure who has nothing to do with the first one (Freud), mention a few words used in the genius' works, overdo everything you can, particularly music, and you are done. Audience, please stay away.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9987
"I think this is almost all I need to say. I feel obliged to explain my actions though. I've basically never seen such an armature production, and I mean that in all senses of the word. Although he physical camera work, boom MIC operation and other technical aspects of this film are laughable, unfortunately its not the only areas. <br /><br />Unlike some classic independent films that have been saved by their scripts great characterization and plot, this unfortunately has an awful script, awful acting and worst of all, awful annoying characters. <br /><br />It's a crime that for the every independent film that gets, distribution like Haiku Tunnel, there's a 101 other indie films that died silent deaths. I don't know who the Kornbluth brothers know at Sony, but that can be my only explanation as to how this amateur family production ever got distribution. I'm quite bemused as to why they picked this up.<br /><br />The ONLY part of this film that holds out any intrigue is its title. However, the reason for that is even a let down. I hope this review will save a few people that may be intrigued by this films title from going to watch it. I've seen a lot of films in my time, and I'm very forgiving when in the cinema, but this was too much. I'll never forget 'tunnel', for marking an important point in my life experience of cinema. Shame it's such a low point.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9992
"All this dismaying waste of film stock needs is Count Floyd popping up every sixty seconds. Somehow they got Steve Railsback, Susan Anspach, John Vernon, and Joe Flaherty together on a set and couldn't get within five miles, about eight kilometers, of an actual movie. BOY does this thing suck. There isn't one original line, thought, shot, or effect from brainless opening sequence to brainless close. The magical, ethereal Susan Anspach of Five Easy Pieces - boring. Steve Railsback - boring. John Vernon - boring. The big bug - boring. If this is a scary movie, Buttercream Gang is a thuglife documentary. <br /><br />Seriously - every bad movie contains its own explanation of its badness. Usually it's in the opening credits - ""Written, Directed, and Produced by"" one guy. Or at the very center of the action is some bimbo so talentless that you know there's one and only one reason this turkey got made. Here, you don't find out till the very last of the credits, where the cooperation of about a dozen subfunctions of the Canadian Government is gratefully acknowledged. <br /><br />Right now I'm watching MST's take on Beast of Yucca Flats to get the taste out of my mouth. Ghod, what an improvement.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9996
"Here's a rare gem for those of you that haven't seen or most likely not even heard of this. During the 80s, Dennis Quaid was a hot commodity, but in the early 90s, Dennis Quaid disappeared from the scene. In 1993, he burst back onto the big screen with three movies, all of which unfortunately bombed. Two of those films I liked very much, and let me elaborate on one of them.<br /><br />""Wilder Napalm"" is a crazy flick about two brothers, Wallace (Quaid) and Wilder (Arliss Howard), whom are...fire starters: yes they have the power of pyrokinetics. <br /><br />Wilder has decided not to use his power anymore (for anything not useful anyway) after a fatal incident during his youth, where he and his brother blew up an abandoned house which killed a man who was inside unbeknownest to them. Nowadays, Wilder is a firefighter and is married to the wacky Vida (Debra Winger), who is under house arrest for, guess what, arson (see the movie to understand this better). Wilder also hasn't spoken to Wallace in 5 years, because Wallace set his hair on fire during his bachelor party.<br /><br />Wallace loves his pyro power and uses it for amusement. He also runs a Carnival and is the head clown. When the Carnival comes to Wilder's town, Wallace decides to reunite with his brother and also to see Vida, whom which Wallace has been in love with! Vida's house arrest sees its end, but Wilder is preoccupied. So, Wallace steps in and the fun begins. Brother vs. brother...fighting fire with fire! <br /><br />Some great fireball throwing in this flick...eat your heart out, Drew Barrymore!<br /><br />The film also has some really weird, yet funny elements, like Wilder's fire unit sings songs acapella during firefights and after wards. Jim Varney (globally known as 'Ernest') pops in as Wallace's redneck carnival buddy. ""Wilder Napalm"" is brilliantly shot...and cleverly put together...very off the wall and avant-guard.<br /><br />Give this one a look...",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9475
"A disappointing film.<br /><br />The story established our protagonist as Chrissy, a 'young', rather sullen individual drifting, not doing much. Actually she does very little to move the narrative along so it didn't surprise me to see the focus shifting on her relatives. It's a pity though, Chrissy seem like interesting character.<br /><br />Story was predictable and at times felt quite formulated. So the question now is, when are we going to see the Campions, Jacksons, and the Tamahori's breaking ground with compelling, cinematically-told stories that will inspire, rather than entertain for the toll of two hours?<br /><br />Technically, a disgusting shot film.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9939
"As I was watching this film on video last night, I kept getting these tingles that told me this one will endure. I've a feeling I'll be watching this again and again for years to come.<br /><br />It's got all the timeless qualities you could ask for in a story/film. And even though some cultural references are obscure for me, a Western viewer, at the core this is a universal tale.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9995
"Allen goes to the country (somewhere he hates going in real life) and has a weekend with his friends - which are the usual successful white middle-class bellyaching types that feature in many of his films.<br /><br />I usually find something to amuse in Woody Allen comedies, but here he really falls totally flat on his face. Even the one-liners seem to have deserted him. The really is no plot (bar bits and pieces of cod Shakespeare) - but Allen seems to use the location to allow a semi-mystical air, which just makes the thing even more witless and half-baked.<br /><br />It just doesn't work at any level and is just a giant bore. The best thing about this film (apart from the end credits coming up) is that the bad reviews seem to get him to wake up and realise that simply throwing together a slapdash script and casting your mates in it doesn't make for entertainment.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9997
"Prom Night is shot with the artistic eye someone gives while finely crafting a Lifetime original film. You know the one. This October, Lifetime takes a break from the courageous tale of a woman surviving (insert disease name here) to tell the somewhat creepy tale of a woman pursued by a stalker ex-boyfriend. It's dramatic  it's sappy  it's immensely dull. It does nothing to further a genre, tell an original story, or strive for ANY sort of newness. Prom Night shares this plight. Watching the killer poke holes in his victims, we sit silently as they slump to the floor with not a drop of blood spilled. It occurred to me that this was the cleanest killer in movie history.<br /><br />Our director is working with a fairly good-looking killer so he is forced to pour on the camera angles to make him appear creepier. Think about Matthew McConaughey coming at you with a knife. You'd probably go  ""OH! Good lookin guy is going to kill me? Naaaa."" Not scary even for a second, so the director throws Schaech into shadows and over the shoulder in the mirror. This mirror shot is repeated to the point of sickness as it practically becomes a fetish of the creator. You'll get 15 jump scares in this film, 2 of which made my date jump (I might mention she is afraid of EVERYTHING). I'd also mention she decided to take a nap halfway through the film and at one point threatened to leave me.<br /><br />As if this film were not disjointed enough, it appears to be cut to shreds. I'm not saying it looks like key points were left on the cutting room floor as the crew scrambled to salvage some semblance of a horror film; I'm saying as the film moves from scene to scene, you often get a jarring jump. This is the kind of thing you'd expect when a film catches fire and a projectionist is forced to splice ends together, cross his fingers, and hope for the best. The editor should be shot.<br /><br />With a plot you can pack into two sentences, one stray spray of blood, an emo killer, and the tension of a very special episode of ""Silver Spoons"", we're left with no reason to support horror this weekend  at least on the big screen. In fact, this is the sort of film that should be punished. Is it really that hard to make a scary movie? Was this crew even aware they were making a horror film??!! A complete waste of my time and yours. I bit the bullet to get you this review. Don't let my sacrifice be in vain. DON'T GO INTO THE MOVIE!!!",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9984
"Yes i'll say before i start commenting, this movie is incredibly underrated.<br /><br />Sharon Stone is great in her role of Catherine Trammell as is Morrissey as Dr glass. He is an analyst sent in to evaluate her after the death of a sports star. Glass is drawn into a seductive game that Trammel uses to manipulate his mind.<br /><br />The acting was good (apart from Thewlis)<br /><br />Stone really has a talent with this role. She's slick, naughty and seductive and doesn't look a day older than she did in the first.She really impressed me(like in Casino). Morrisey was also good. He showed much vunerablitity in a role that needed it. Thewlis however was lame. He ruined his character and was over-the-top the whole way. He really sucked.<br /><br />Overall, this movie not as good the first but Stone is a hoot to watch. Just ignore Thewlis.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9507
"As the celebration of Christmas has evolved through the years, whether one concentrates on the religious or the secular traditions, it is a time when people are supposed to behave a little better to each other. That has somehow slipped past one Ebenezer Scrooge, merchant and money lender in 19th century London.<br /><br />As his nephew points out to his uncle, he doesn't keep Christmas in any way because Scrooge feels the whole thing is humbug. The humanity in Scrooge was driven out long ago, he's a hard case, a whole lot like his 20th Century counterpart, Mr. Potter of Bedford Falls, New York.<br /><br />But as Charles Dickens told this tale, redemption is not too late for any of us and a lonely ghost and three spirits visit Scrooge and show him how.<br /><br />A Christmas Carol is such a timeless holiday classic that we sometimes forget that it is as much a social commentary of 19th century Great Britain as Oliver Twist was. The characters in this film are middle and lower class. The Cratchits are a couple of rungs above the street people in Oliver Twist, but they are having to struggle to stay up there. Still love and happiness radiate their home, no thanks to the guy Bob Cratchit works for. <br /><br />Like George Bailey who did a whole lot of good in his life and just had to be reminded how much, Ebenezer Scrooge needed a wake up call as to the potentiality he still had for doing some good in this old world.<br /><br />Patrick Stewart in his live performances and filmed play has pretty much taken over the part of Scrooge. But George C. Scott captures the old miser pretty well in this film. The meanness of him, but with a trace of sadness that makes us root for him to change. Scott joins a fine tradition of people like Reginald Owen and Alastair Sim who've both done great interpretations of Scrooge.<br /><br />Among the supporting roles I particularly enjoyed David Warner as Bob Cratchit and Edward Woodward as a hearty and stern spirit of Christmas present. <br /><br />According to IMDb this is one of 32 versions of A Christmas Carol made that they have archived and it is one of the best.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9975
"Not being familiar with US television stations, when I flicked onto this on my in-laws' cable, first I thought it was just a low-budget sci-fi film, then after a couple of minutes I started thinking it might be a clever satire on the worst excesses of Christian fundamentalist, and then it dawned on me - good grief, these people are serious! It's been a while since I saw anything so unintentionally hilarious. I hesitated about writing a review of this for fear of offending believers, but then I saw other reviews and thought, hey, they can take it. Tough philosophical conundrum: how do you make a movie criticizing movies without actually showing what it is you're criticizing? Answer: make it in such a way that the only people who'll appreciate it are people who hate the kind of movies you're criticizing. I suppose some liberals (ugh! spit when you say that!) might be offended at the filmmakers' contempt for those in the audience who aren't obsessed with the J**** C***** myth, but I didn't mind - it was so darn funny!",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9806
"In today's world of digital fabrication, there is no computer than can replace the actor and writer. Alas, this type of ""character driven"" film is far too rare these days. Duvall's performance as well as James Earl Jones are faithful to their audience's high expectations. I wonder if this movie was made for TV? It has a ""close-up"" personal quality to the narrative. It is an understatement to say that the performances are all Outstanding. The only thing that keeps it from being a cinema Masterpiece is the lack of a great Cinematographer, but pretty pictures are not everything. How can talent the likes of Jones and Duvall continue to produce such fine work in an age where actors pose for the digitizing?",positive,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.833
"As we all know the sub-genre of sex comedies is pretty crowded. Simply being excessively raunchy isn't enough anymore. I've seen and heard so many disgusting jokes and actions that a sex comedy really needs to have other positive points to appeal to me these days.<br /><br />Coming into the 40 Year Old Virgin I knew basically what to expect; I did see the commercials after all; ""is it true that if you don't use it, you lose it?"" What I didn't expect to find is a heart and honest attempts at character development. There's still the weird ""off-the-wall"" characters that we see so much in Adam Sandler movies and there's still enough inappropriate language to sink Noah's Ark but somehow the movie has a worthwhile love story and yes even a message.<br /><br />The main character Andy is (unfortunately for me) a person I can relate to. In the first shot I see that he even shares my love for Mystery Science Theater 3000 (he has a poster for the movie on his wall) and throughout the movie we get to see his really neat collection of antiquities. Andy also has plenty of video games and a working knowledge of films and technology. Andy doesn't want to buy a car because he prefers his bike. Most importantly of all; Andy is a nice person, he doesn't swear and he respect women so much that he stays away from them. Combine all these factors and everybody begins to think he's a serial murderer. It's like my life story.<br /><br />The other characters each have funny little stories to go along with their slightly exaggerated personalities and they all work on a certain level but not the way Andy does. I felt that it was sort of distracting in a way since Andy and his girlfriend Trish are really the only truly human characters in the entire movie.<br /><br />I suppose since I mentioned one flaw I might as well bring the other noticeable one to light. The story is clever but too predictable and as far as romances go; it's quite simple. It deals with Andy's relationship with Trish for a long time and we all know what's going to happen in the end. Sure its final detour is a bit different than we may expect but you know what's going to happen in the end, and I assure you it does. These are definitely small stains on the movie but there's so much good here that I can easily ignore it's few faults.<br /><br />When I say ""good"" I mean ""bad"" of course. This is a sex comedy and it wants to be bad. For the most part I think it succeeded. There are so many hilarious scenes such as Andy trying to get rid of an erection after refusing to have sex with Trish. Or the scene where Andy goes with his Trish's daughter to a sexual education class where he ends up asking more questions than anybody else. Ah and we must not forget the soon to be classic chest waxing sequence ""Ooh! Como se llama!"" An interesting little note about that scene; the actor Steve Carell actually did wax his belly and the pain shown is real. Of course they only did one take but it was still a very brave thing to do on his part.<br /><br />Actually since we're talking about Steve Carell, I'd like to say that he has now risen on my list of respected comedians which is sort of odd since I didn't even know who he was prior to seeing this film. I was just so impressed by his writing, acting and timing that I now really want to keep an eye out for his future roles. This man has talent it The 40 Year Old Virgin proves that.<br /><br />To be honest I had doubts about this film but early word was positive and I knew it was something I was eventually going to see. I'm glad that I did too since it's probably one of the funniest movies I've seen in a long time and it doubles as something you feel is worth watching. It's not simply a series of sex gags lumped together rather it's a series of sex gags entwined with a very worthwhile character and a truly touching romance. Now excuse me while I go puke my guts out; I can't believe I just wrote that...<br /><br />My review from Frider Waves: http://friderwaves.com/index.php?page=virgin",positive,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.8014
"What's Good About It: Some inventive and genuinely creepy little effects that will get under the skin of even the most seasoned horror fan. Doesn't rely on the hackneyed soundtrack stabs for its ""gotcha"" moments. Even if you've seen everything, there's still a few things in this film that will make your jaw drop.<br /><br />What Could Have Been Better About It: The acting was, at times, flat and unconvincing. It had a ""shot-on-video"" quality in some places (though,it mostly achieved the atmosphere it was striving for), and the camera work is full of needless close-ups of meaningless actions. Though the effects are genuinely creepy, I think they may have gone to the well a few too many times with some of them. The ending seemed rushed, and glossed over what could have been more impactful moments. The viewer is left to figure out a lot of things for themselves, not as a challenge by the filmmakers, but because they just missed it.<br /><br />Still, a good little indie horror film that is easily several steps above the average. Well worth the rental.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.8943
"Hello. I am Paul Raddick, a.k.a. Panic Attack of WTAF, Channel 29 in Philadelphia. Let me tell you about this god awful movie that powered on Adam Sandler's film career but was digitized after a short time.<br /><br />Going Overboard is about an aspiring comedian played by Sandler who gets a job on a cruise ship and fails...or so I thought. Sandler encounters babes that like History of the World Part 1 and Rebound. The babes were supposed to be engaged, but, actually, they get executed by Sawtooth, the meanest cannibal the world has ever known. Adam Sandler fared bad in Going Overboard, but fared better in Big Daddy, Billy Madison, and Jen Leone's favorite, 50 First Dates. Man, Drew Barrymore was one hot chick. Spanglish is red hot, Going Overboard ain't Dooley squat! End of file.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9906
"There have been some low moments in my life, when I have been bewildered and depressed. Sitting through Rancid Aluminium was one of these.<br /><br />The warning signs were there. No premiere (even the stars didn't want to attend) and no reviews in magazines. The only reason I sat through the film was in the hope that I might catch up on some sleep.<br /><br />Nothing in the film was explained. The narration was idiotic. I cheered at one point when the lead of the film appeared to have been shot, then to my growing despair, it was revealed that he hadn't really been shot dampening my joy. I sincerely hope all involved in the film are hanged for this atrocity. <br /><br />There were some positive aspects, mainly unintentional moments of humour. For example, the scene in which the main character, for some unknown reason feels the need to relieve himself manually in a toilet cubicle, while telling the person in the next cubicle to put his fingers in his ears.<br /><br />My words cannot explain the anger I feel, so I shall conclude thus.<br /><br />Rancid Aluminium: for sadists, wastrels, and regressives only who want to torture themselves.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.998
"The film starts with a voice over telling the audience where they are, and who the characters are. And that is the moment i started to dislike the movie. With all the endless possibilities any film director have in hand, i really find it a very easy and cheap solution to express the situation with a voice over telling everything. I actually believe voice overs are betrayals to the film making concept.<br /><br />I hate to hear from a voice over saying where we are, which date we are at, and especially what the characters feel and think. I believe that a director has to find a visual way to transmit the feelings and the thoughts of the characters to the audience. <br /><br />But after the bad influencing intro, a very striking movie begins and keeps going for a fairly long enough time. The lives of a middle class family and all the members individually are depicted in a perfect realistic way. I think the director has a talent for capturing real life situations. For example, a father who has to make his private calls from the bathroom might seem abnormal at first, but life itself leads us some situations which might seem abnormal but also very normal as well. I think the director is a very good observer about real life.<br /><br />But that is it. After a while the realism in the movie begins to sacrifice the story-telling. I really felt like I'm having a big headache because of the non-stop talking characters. It was as if the actors and actresses were given the subject and were allowed to improvise the dialogs. It is realistic really, but characters always asking ""really, is that so"" etc. to each other, or characters saying ""no"" or ""are you listening to me,"" ten times when saying it only once is just enough causes me to have a headache.<br /><br />I also think the play practicing and book reading scenes are more then they should be. I understand that the play and the book in the movie are very much related to the plot, but i think the director has missed the point where he should stop showing these scenes.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9902
"I had to watch this film because the plot was so outrageous and the film lived up to expectations. In fact it makes for quite uncomfortable viewing at times. Unlike other Meyer films, the sexual antics are down to a minimum. Some of the scenes of violence are unnecessarily gratuitous and offensive. The plot is chaotic and some of the acting and lines are dreadful.<br /><br />The film is a strange combination of sado-masochistic fantasy combined with a window of the brutality and immorality of the slavery and fails on all counts. It's as though Meyer was trying to make up for the sexploitation/ blackploitation by having a higher moral message. Meyer knows we feel a bit guilty about getting turned on by the blatant dominatrix connotations of the early scene showing Lady Susan wielding a whip in a provocative outfit. He then tries to steer back to the righteous path by turning it into a film about the triumph of good over evil. However, because they cancel each other out, you end up with nothing.<br /><br />Because it so bad in so many ways, it is actually worth watching if you appreciate the art of making an awful film in the worst possible taste. Perhaps, because it is so bad, we almost let Meyer get away with the unacceptable.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9944
"This is complete and absolute garbage, a fine example of what a BAD movie is like, this can't be appealing to anyone, not even b-movie fans. Do not, I repeat, DO NOT waste precious time of your life on this piece of trash. Bad acting, bad directing, horrible (but I mean really horrible) script, and complete lack of an idea as to what entertainment (of any form) is. I bought the DVD for 3 dollars, I swear I could almost pay someone to take it. Burning it would not be enough for what this movie did to me. I like b-movies, the killer toys, the weird lagoon monsters, but this is nowhere near. You know those movies that are so bad they are funny? Not even. Just plain old pathetic.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9998
"I think that this is possibly the funniest movie I have ever seen. Robert Harling's script is near perfect, just check out the ""quotes"" section; on second thought, just rent the DVD, since it's the delivery that really makes the lines sing.<br /><br />Sally Field gives a comic, over-the-top performance like you've never seen from her anywhere else, and Kevin Kline is effortlessly hilarious. Robert Downey, Jr. is typically brilliant, and in a very small role, Kathy Najimy is a riot as the beleaguered costumer. I was never much of a fan of Elisabeth Shue, but she's great here as the one *real* person surrounded by a bevy of cartoon characters on the set of ""The Sun Also Sets"" -- that rumbling you feel beneath you is Hemingway rolling over in his grave. Either that, or he's laughing really hard.<br /><br />Five stars. Funny, funny, funny.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9995
"The first thing you meet when you study fascism is ostracism:because this"" philosophy "" is a fake one,there's a need to use scapegoats to assess the ""thought"".Ettore Scola's movie,probably his masterpiece, focuses on the outcasts,the scapegoats of the regime.<br /><br />Of the historical event (Hitler and Mussolini's alliance),we will see almost nothing:some military march,some garlands,some scattered voices ..Our two heroes are not invited for the feast of virility. ""Genius is essentially masculine"" :this is the golden rule Antonietta (a never better Sophia Loren)embroidered on her cushion;Antonietta ,whose world amounts to her kitchen,whose pride is her offsprings .At the beginning of the movie,she's a victim of this hypermacho world,but she does not realize it.She thinks she should be happy.Gabriel,on the contrary ,is politically aware,he knows about the cancer that is destroying inexorably his country.But as a gay man,he is no longer part of it,he's about to be arrested.<br /><br />Forgetting everything that comes between them,they realize what they have in common and they make love.This is an act of rebellion,particularly for Antonietta ,whose ethic should forbid such a thing.Becoming an adulteress in a land where politics and religion combine to repress women as ever leads her to some kind of political awareness.One of the last shots shows her listening to the news on the radio.<br /><br />Expect the unexpected and maybe a doctrine which denies the human being his intimate personality will see that its days are numbered.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9589
